testcase,1,2,best
0,2.5152e-05,2.5696e-05,2.496e-05
1,8.5696e-05,7.6928e-05,7.776e-05
2,9.1296e-05,9.0848e-05,9.2096e-05
3,1.792e-05,1.904e-05,1.872e-05
4,0.00015712,0.000128544,0.000116672
5,1.9104e-05,1.9264e-05,1.9136e-05
6,0.000176672,0.000147168,0.00014592
7,2.4832e-05,2.512e-05,2.4992e-05
8,0.000462336,0.000404032,0.000393248
9,0.000329824,0.000329312,0.000181152
10,5.3536e-05,5.3952e-05,5.4688e-05
