testcase,1,2,best
0,3.0528e-05,1.3664e-05,1.1424e-05
1,0.000161952,0.000147456,0.000125824
2,2.8864e-05,1.3728e-05,1.2544e-05
3,9.7536e-05,9.5104e-05,8e-05
4,0.000207744,0.000207968,0.000155104
5,0.000136416,0.000130336,9.8656e-05
