testcase,1,2,best
0,1.696e-05,1.6704e-05,1.408e-05
1,7.872e-06,6.816e-06,5.344e-06
2,3.1456e-05,3.1584e-05,1.7472e-05
3,1.2608e-05,1.2512e-05,7.488e-06
4,3.2512e-05,2.8192e-05,1.1584e-05
5,4.1824e-05,3.6288e-05,2.2784e-05
6,1.6384e-05,1.2608e-05,8.128e-06
7,2.6368e-05,1.6448e-05,1.1904e-05
8,0.000102784,6.9056e-05,3.7568e-05
9,1.5072e-05,1.1936e-05,1.232e-05
10,4.0224e-05,3.6224e-05,1.9776e-05
11,8.208e-05,8.2528e-05,4.096e-05
12,2.592e-05,2.5984e-05,1.7824e-05
