testcase,top1,top50,top1 compile time,top50 end2end time
0,7.107e-05,3.6700000000000004e-05,0.0008463859558105469,18.479430437088013
1,0.00043402,0.00037878,0.0008356571197509766,14.829609870910645
2,5.270000000000001e-05,2.8260000000000004e-05,0.000823974609375,18.372884273529053
3,0.0003305,0.00028954,0.0008249282836914062,14.046221494674683
4,0.00074998,0.0006178900000000001,0.0008463859558105469,15.075819492340088
5,0.0005401000000000001,0.00046714,0.0008447170257568359,14.556614398956299
