testcase,mean,min,max
0,3.671333333333333e-05,3.667e-05,3.677e-05
1,0.00037822666666666665,0.00037782,0.00037878
2,2.8320000000000003e-05,2.8260000000000004e-05,2.8350000000000005e-05
3,0.0002894633333333333,0.00028941,0.00028954
4,0.0006174299999999667,0.00061712,0.00061789
5,0.0004672,0.00046714,0.00046726
