testcase,top1,top50,top1 compile time,top50 end2end time
0,3.744e-05,1.712e-05,0.0017724037170410156,62.647939682006836
1,6.78e-06,6.08e-06,0.001714468002319336,108.07205843925476
2,4.656e-05,2.627e-05,0.0017180442810058594,50.2285430431366
3,1.315e-05,7.9e-06,0.0017430782318115234,72.64260292053223
4,3.062e-05,1.3700000000000001e-05,0.0017514228820800781,56.75989389419556
5,0.00015286000000000002,4.378e-05,0.0017406940460205078,56.1253228187561
6,1.5100000000000001e-05,1.341e-05,0.0018219947814941406,100.9011459350586
7,3.232e-05,1.584e-05,0.0023164749145507812,58.0172975063324
8,0.00012586,4.720000000000001e-05,0.0017859935760498047,48.090747594833374
9,0.00017312,2.24e-05,0.0017430782318115234,50.36638927459717
10,5.242e-05,2.6079999999999998e-05,0.0018572807312011719,49.263009548187256
11,0.00048858,8.143999999999999e-05,0.0016884803771972656,49.78698205947876
12,0.00020262000000000004,2.371e-05,0.0024819374084472656,51.26801586151123
