testcase,top1,top10,top1 compile time,top10 end2end time
0,3.718e-05,3.718e-05,0.0017521381378173828,10.57644009590149
1,6.72e-06,6.019999999999999e-06,0.0017342567443847656,27.123048067092896
2,4.6620000000000004e-05,3.136e-05,0.0017535686492919922,11.298376083374023
3,1.3310000000000001e-05,1.3310000000000001e-05,0.0017380714416503906,18.37079620361328
4,3.088e-05,1.568e-05,0.0017769336700439453,14.364194869995117
5,0.00015347,4.992e-05,0.0017406940460205078,14.603544473648071
6,1.52e-05,1.52e-05,0.0017347335815429688,40.11496138572693
7,3.2189999999999995e-05,1.606e-05,0.0017330646514892578,10.402097225189209
8,0.00012618000000000002,0.00011526,0.0017597675323486328,11.943993091583252
9,0.00017261000000000002,3.76e-05,0.0018322467803955078,14.048657894134521
10,5.2929999999999996e-05,2.637e-05,0.0017406940460205078,10.853953838348389
11,0.00048714,0.00019411,0.0017242431640625,14.577768087387085
12,0.00020202,3.04e-05,0.0017642974853515625,10.800037145614624
