testcase,top1,top50,top1 compile time,top50 end2end time
0,9.573999999999999e-05,3.0370000000000002e-05,0.0017578601837158203,53.016897678375244
1,0.00041773000000000005,0.00011053,0.0017807483673095703,49.78011226654053
2,0.00018451,0.00012080000000000001,0.001749277114868164,52.972867012023926
3,4.8700000000000005e-05,2.138e-05,0.0017650127410888672,49.5033438205719
4,0.0005238700000000001,0.00026909,0.001714944839477539,38.619542837142944
5,3.846e-05,2.6589999999999998e-05,0.0018188953399658203,52.13184833526611
6,1e+97,0.00061168,0.0017421245574951172,46.79314589500427
7,4.928e-05,3.4750000000000004e-05,0.001758575439453125,113.8466260433197
8,0.0019,0.0010500000000000002,0.0017590522766113281,41.54643368721008
9,1e+97,0.00060035,0.0017993450164794922,50.968509674072266
10,8.374e-05,5.3950000000000004e-05,0.0018355846405029297,53.44654655456543
