testcase,top1,top10,top1 compile time,top10 end2end time
0,3.7630000000000004e-05,3.7630000000000004e-05,0.0017330646514892578,10.950383186340332
1,6.72e-06,6.110000000000001e-06,0.0017344951629638672,24.23531222343445
2,4.6399999999999996e-05,3.13e-05,0.001748800277709961,11.302894830703735
3,1.315e-05,1.315e-05,0.0017747879028320312,24.161552906036377
4,3.04e-05,1.562e-05,0.0017507076263427734,10.418154001235962
5,0.00015277000000000002,4.976e-05,0.0017497539520263672,14.560278415679932
6,1.5300000000000003e-05,1.5300000000000003e-05,0.001771688461303711,37.36724543571472
7,3.1519999999999996e-05,1.59e-05,0.0017447471618652344,10.101856708526611
8,0.00012541,0.00011536000000000001,0.0017158985137939453,12.19586181640625
9,0.00017293,3.782e-05,0.0017817020416259766,11.020427227020264
10,5.296e-05,2.6110000000000002e-05,0.0018048286437988281,10.973377466201782
11,0.00048723000000000006,0.00019280000000000002,0.0017542839050292969,14.57103967666626
12,0.00020218,3.021e-05,0.0017583370208740234,11.25040578842163
