testcase,top1,top50,top1 compile time,top50 end2end time
0,3.757e-05,1.712e-05,0.00174713134765625,52.19799017906189
1,6.62e-06,6.14e-06,0.0017631053924560547,107.85865640640259
2,4.6530000000000003e-05,2.6079999999999998e-05,0.0017375946044921875,52.548770904541016
3,1.322e-05,8.1e-06,0.0017719268798828125,72.78495144844055
4,3.056e-05,1.3630000000000002e-05,0.0018203258514404297,65.59865140914917
5,0.00015258000000000003,4.381e-05,0.0017442703247070312,53.943073987960815
6,1.533e-05,1.29e-05,0.001775503158569336,99.59384608268738
7,3.222e-05,1.6e-05,0.0017554759979248047,66.70321321487427
8,0.00012605,4.714e-05,0.0017852783203125,48.98681354522705
9,0.00017299,2.23e-05,0.0017495155334472656,49.521071434020996
10,5.28e-05,2.6079999999999998e-05,0.001802682876586914,48.39541411399841
11,0.00048883,8.112000000000001e-05,0.0017733573913574219,51.924434185028076
12,0.00020213999999999999,2.355e-05,0.0017402172088623047,50.23255634307861
