testcase,top1,top50,top1 compile time,top50 end2end time
0,9.545999999999998e-05,3.146e-05,0.0017566680908203125,52.40190505981445
1,0.00041705999999999997,0.00011293,0.0017464160919189453,46.020713090896606
2,0.00018224000000000002,0.00011885,0.0017404556274414062,52.411123514175415
3,4.915e-05,2.0960000000000003e-05,0.0017342567443847656,49.712066888809204
4,0.0005257,0.00026896,0.0017595291137695312,39.38900685310364
5,3.846e-05,2.669e-05,0.0016961097717285156,54.174180030822754
6,1e+97,0.00061146,0.001766204833984375,47.114765644073486
7,4.9890000000000005e-05,3.485e-05,0.0017361640930175781,112.1535234451294
8,0.0019,0.001,0.0017857551574707031,42.141432762145996
9,1e+97,0.00059904,0.001684427261352539,51.83372259140015
10,8.314000000000001e-05,5.4499999999999997e-05,0.0017561912536621094,51.71593642234802
