testcase,top1,top50,top1 compile time,top50 end2end time
0,9.539e-05,3.117e-05,0.0017428398132324219,55.9325168132782
1,0.00041622,0.00011082,0.001756906509399414,47.006547927856445
2,0.00018461000000000004,0.00011939,0.0017266273498535156,51.19009232521057
3,5.0530000000000006e-05,2.1020000000000002e-05,0.0016837120056152344,53.341715812683105
4,0.0005238700000000001,0.00026931,0.001767873764038086,39.83262252807617
5,3.834000000000001e-05,2.656e-05,0.001728057861328125,59.31322956085205
6,1e+97,0.00061136,0.0018000602722167969,46.58432364463806
7,5.034e-05,3.4590000000000006e-05,0.0017685890197753906,115.18229365348816
8,0.0019,0.0010500000000000002,0.0017349720001220703,41.78225350379944
9,1e+97,0.00059907,0.0017571449279785156,50.77965760231018
10,8.259000000000001e-05,5.414e-05,0.00170135498046875,54.07867884635925
