testcase,1,2,3,4,5,10,20,best
0,2.72579e-05,2.31852e-05,2.31852e-05,2.31852e-05,2.10313e-05,2.10313e-05,2.10313e-05,2.10313e-05
1,8.82353e-05,7.2632e-05,7.2632e-05,7.07136e-05,7.07136e-05,6.93679e-05,,6.93679e-05
2,8.59556e-05,8.50853e-05,8.50853e-05,8.50853e-05,8.50853e-05,8.50853e-05,,7.81644e-05
3,1.35756e-05,1.35756e-05,1.35756e-05,1.35654e-05,1.35654e-05,,,1.35654e-05
4,0.00011772,0.00010612,0.00010279,0.00010042,0.00010042,9.73322e-05,,8.87056e-05
5,2.09048e-05,1.87462e-05,1.87462e-05,1.87462e-05,1.87462e-05,1.87462e-05,,1.5572e-05
6,0.000134379,0.000131338,0.000122388,0.00012211,0.00012211,0.00012211,,0.000118897
7,3.04689e-05,2.42508e-05,2.42508e-05,2.36406e-05,2.36406e-05,,,2.36406e-05
8,0.000422554,0.000391266,0.000334943,0.000334943,0.000334943,0.000316859,,0.000300837
9,0.000158098,0.000158098,0.000147329,0.000147329,0.000147329,,,0.000147329
10,3.70196e-05,3.70196e-05,3.70196e-05,3.70196e-05,,,,3.70196e-05
