testcase,1,2,3,4,5,10,20,best
0,,4.46488e-05,4.46488e-05,4.20215e-05,4.20215e-05,2.51981e-05,2.39015e-05,2.36068e-05
1,,0.000139376,0.000139376,0.000139376,0.000139376,7.75812e-05,7.57913e-05,7.56756e-05
2,,0.00012072,0.00012072,0.00012072,0.000120539,9.95162e-05,8.75362e-05,8.75362e-05
3,,2.59677e-05,1.69063e-05,1.57074e-05,1.56874e-05,1.56564e-05,,1.49021e-05
4,,0.000191617,0.000162119,0.000162119,0.000101855,0.000101297,0.000100652,9.92542e-05
5,2.90345e-05,2.90345e-05,2.90345e-05,2.72462e-05,2.67426e-05,2.12522e-05,,2.04416e-05
6,,0.000195906,0.000181266,0.000181266,0.000134108,0.000117954,0.000112365,0.000112365
7,,3.32943e-05,3.12729e-05,3.08578e-05,2.84599e-05,2.29848e-05,,2.24238e-05
8,,0.000547115,0.000547115,0.00052119,0.00052119,0.000361086,0.000357097,0.000341661
9,,0.000181828,0.000181828,0.000181828,0.000181754,0.000180919,0.000177197,0.000177197
10,7.40223e-05,5.5084e-05,5.44105e-05,5.00682e-05,4.97221e-05,4.96949e-05,,4.96949e-05
