testcase,1,2,best
0,1.1936e-05,1.184e-05,1.2768e-05
1,5.472e-06,5.472e-06,4.928e-06
2,1.8112e-05,1.536e-05,1.536e-05
3,8.064e-06,8.16e-06,7.456e-06
4,1.0016e-05,9.824e-06,9.664e-06
5,2.1344e-05,2.112e-05,2.0896e-05
6,1.3376e-05,1.12e-05,8.256e-06
7,1.3984e-05,1.3984e-05,1.424e-05
8,4.5696e-05,4.56e-05,3.3472e-05
9,1.264e-05,1.2672e-05,1.0336e-05
10,2.1984e-05,2.1824e-05,2.1632e-05
11,8.4288e-05,8.3456e-05,4.5824e-05
12,1.7216e-05,1.7056e-05,1.7632e-05
