testcase,1,2,best
0,2.5664e-05,2.5696e-05,2.528e-05
1,8.592e-05,8.784e-05,8.1984e-05
2,0.00010704,0.000101632,9.0528e-05
3,1.8432e-05,1.824e-05,1.7632e-05
4,0.000127488,0.000121472,0.000102944
5,2.3712e-05,2.4e-05,1.9232e-05
6,0.000158112,0.000149856,0.000145952
7,2.9856e-05,2.992e-05,2.9888e-05
8,0.000481248,0.00039472,0.000363808
9,0.000192608,0.000188576,0.000188512
10,4.7392e-05,4.6048e-05,4.6464e-05
