testcase,1,2,3,4,5,10,20,best
0,,4.10116e-05,4.10116e-05,4.00644e-05,4.00644e-05,3.60137e-05,3.01797e-05,3.01566e-05
1,,0.000106828,0.000106828,0.000106627,0.000106627,8.77081e-05,8.03821e-05,7.9912e-05
2,,0.000129902,0.000129902,0.000129902,0.000126895,8.91206e-05,7.97568e-05,7.54618e-05
3,,2.16808e-05,2.16808e-05,2.00358e-05,1.93279e-05,1.57652e-05,,1.53596e-05
4,,0.000134694,0.000134694,0.000134694,0.000100666,9.45544e-05,9.24803e-05,9.24803e-05
5,,2.46415e-05,2.38919e-05,2.16963e-05,2.08813e-05,1.98664e-05,,1.9858e-05
6,,0.000214792,0.000195627,0.000195627,0.000193328,0.000133969,0.000116024,0.000116024
7,3.57443e-05,3.57443e-05,3.07226e-05,2.49914e-05,2.32911e-05,2.2816e-05,,2.2816e-05
8,,0.000486893,0.000486893,0.000384899,0.000328751,0.000317921,0.000311838,0.000309255
9,,0.000227604,0.000227604,0.000227604,0.000177272,0.000154807,0.000154454,0.00015413
10,5.27331e-05,4.39787e-05,4.39655e-05,4.006e-05,4.00466e-05,4.00212e-05,,4.00212e-05
