testcase,1,2,3,4,5,10,20,best
0,1.01855e-05,1.01855e-05,1.01855e-05,1.00349e-05,9.81337e-06,9.57866e-06,,9.57866e-06
1,3.54552e-06,3.54552e-06,3.46426e-06,3.46426e-06,3.38789e-06,3.38789e-06,3.38789e-06,3.38789e-06
2,1.66187e-05,1.47058e-05,1.1785e-05,1.1785e-05,1.1785e-05,1.1785e-05,,1.1785e-05
3,5.94766e-06,5.94766e-06,5.94766e-06,5.94766e-06,5.94766e-06,5.78489e-06,,5.78489e-06
4,7.56351e-06,7.56351e-06,7.48621e-06,7.48621e-06,7.48621e-06,7.48621e-06,,7.18436e-06
5,2.61985e-05,1.6459e-05,1.6459e-05,1.6459e-05,1.5804e-05,,,1.5804e-05
6,9.95017e-06,9.95017e-06,9.08347e-06,6.67757e-06,6.67757e-06,6.3956e-06,,6.3956e-06
7,1.80827e-05,9.54023e-06,9.54023e-06,9.54023e-06,9.54023e-06,,,9.54023e-06
8,4.915e-05,3.62337e-05,3.62337e-05,2.94365e-05,2.70435e-05,,,2.70435e-05
9,1.00768e-05,1.00768e-05,1.00768e-05,1.00768e-05,9.32105e-06,8.16081e-06,,8.16081e-06
10,1.57928e-05,1.57928e-05,,,,,,1.57928e-05
11,7.18009e-05,6.91222e-05,5.47568e-05,5.22591e-05,5.22591e-05,,,3.38086e-05
12,1.27361e-05,1.21e-05,1.21e-05,,,,,1.21e-05
