testcase,1,2,3,4,5,10,20,best
0,,1.30708e-05,1.30708e-05,1.30708e-05,1.27362e-05,1.19742e-05,1.12749e-05,1.07908e-05
1,5.45479e-06,5.45479e-06,4.99537e-06,3.72553e-06,3.72001e-06,3.28455e-06,,3.28455e-06
2,,2.49907e-05,2.49907e-05,2.49907e-05,1.63537e-05,1.39842e-05,1.34299e-05,1.34095e-05
3,,9.75063e-06,9.05342e-06,7.88965e-06,7.88965e-06,5.92182e-06,,5.80322e-06
4,,1.81523e-05,1.80303e-05,1.03004e-05,9.66795e-06,8.81678e-06,,8.24564e-06
5,,3.36871e-05,2.83615e-05,2.26242e-05,2.26242e-05,1.78033e-05,1.78033e-05,1.78033e-05
6,1.28692e-05,1.28692e-05,9.8883e-06,8.13694e-06,7.9173e-06,7.3017e-06,,6.27547e-06
7,,1.60165e-05,1.2332e-05,1.16228e-05,1.03191e-05,9.13446e-06,,9.13446e-06
8,,8.00793e-05,5.48961e-05,3.41418e-05,3.41418e-05,2.97629e-05,2.90774e-05,2.90774e-05
9,,1.00201e-05,9.08736e-06,8.85806e-06,8.85092e-06,8.78713e-06,,8.78713e-06
10,4.5622e-05,2.49238e-05,2.30846e-05,1.60822e-05,1.55993e-05,1.53481e-05,,1.48498e-05
11,,6.73203e-05,6.73203e-05,6.73203e-05,4.19236e-05,3.45057e-05,3.14953e-05,3.14953e-05
12,2.38109e-05,2.11613e-05,1.88514e-05,1.80093e-05,1.75413e-05,1.4063e-05,,1.39242e-05
