testcase,1,2,best
0,2.0544e-05,1.6896e-05,1.6896e-05
1,5.984e-06,5.76e-06,4.896e-06
2,5.264e-05,3.1904e-05,1.9008e-05
3,1.2544e-05,1.1392e-05,9.088e-06
4,1.7376e-05,1.648e-05,1.0752e-05
5,4.2112e-05,4.2112e-05,1.8624e-05
6,1.7376e-05,1.7312e-05,9.376e-06
7,5.4944e-05,1.8432e-05,1.3248e-05
8,4.3904e-05,4.384e-05,3.184e-05
9,1.408e-05,1.408e-05,1.3056e-05
10,3.792e-05,2.1376e-05,2.0256e-05
11,8.6944e-05,8.6944e-05,4.2208e-05
12,2.5472e-05,2.448e-05,2.448e-05
