testcase,1,2,best
0,3.1936e-05,3.184e-05,2.576e-05
1,0.000117952,0.000116512,7.8752e-05
2,0.000122464,8.4128e-05,8.2464e-05
3,2.6368e-05,1.8848e-05,1.8848e-05
4,0.00010544,0.000104448,9.504e-05
5,2.656e-05,2.2208e-05,2.1376e-05
6,0.000159584,0.000137408,0.000125984
7,3.1616e-05,2.9824e-05,2.4096e-05
8,0.00046352,0.0004016,0.000389888
9,0.000316704,0.000316512,0.000209824
10,5.7216e-05,5.4592e-05,5.44e-05
