testcase,1,2,best
0,1.3216e-05,1.232e-05,1.232e-05
1,0.00011888,0.000118592,0.00010176
2,1.168e-05,1.0624e-05,9.536e-06
3,6.4256e-05,6.3872e-05,6.3872e-05
4,0.000144672,0.000144576,0.000144576
5,0.00010432,9.76e-05,9.76e-05
