testcase,1,2,best
0,1.4624e-05,1.4624e-05,1.4624e-05
1,5.056e-06,4.96e-06,4.96e-06
2,1.856e-05,1.856e-05,1.5584e-05
3,1.0592e-05,1.0592e-05,8.448e-06
4,1.3056e-05,1.3056e-05,9.856e-06
5,3.0848e-05,2.2208e-05,2.1408e-05
6,8.768e-06,8.768e-06,8.192e-06
7,1.3952e-05,1.3952e-05,1.264e-05
8,3.76e-05,3.088e-05,2.976e-05
9,1.2128e-05,1.2128e-05,1.104e-05
10,3.536e-05,1.9872e-05,1.9648e-05
11,5.3696e-05,4.6112e-05,4.3968e-05
12,1.7536e-05,1.5392e-05,1.5392e-05
