testcase,1,2,best
0,1.1648e-05,1.1648e-05,1.1648e-05
1,0.000102304,0.000102304,0.000102016
2,9.376e-06,9.376e-06,9.376e-06
3,7.3952e-05,6.5728e-05,6.5728e-05
4,0.000169408,0.000166656,0.000150368
5,0.000135392,0.000118592,9.8688e-05
