testcase,1,2,best
0,1.392e-05,1.392e-05,1.392e-05
1,5.216e-06,5.216e-06,4.896e-06
2,1.792e-05,1.792e-05,1.3664e-05
3,8.224e-06,8.096e-06,7.52e-06
4,1.2736e-05,1.2736e-05,9.984e-06
5,2.3392e-05,2.336e-05,1.6992e-05
6,9.472e-06,9.152e-06,8.064e-06
7,2.1408e-05,2.1248e-05,1.3664e-05
8,5.2416e-05,4.4928e-05,2.5824e-05
9,1.0944e-05,1.0944e-05,1.0912e-05
10,3.0624e-05,2.0224e-05,2.0096e-05
11,6.1216e-05,5.4912e-05,4.2496e-05
12,1.52e-05,1.52e-05,1.52e-05
