testcase,1,2,best
0,1.952e-05,1.3504e-05,1.3504e-05
1,0.000184256,0.0001352,0.00011232
2,1.28e-05,1.0976e-05,1.0304e-05
3,0.000109408,9.9104e-05,8.7008e-05
4,0.000261504,0.000259904,0.00015632
5,0.000192256,0.00012304,0.000111392
