testcase,1,2,best
0,1.3056e-05,1.3056e-05,1.2416e-05
1,5.056e-06,4.736e-06,4.736e-06
2,1.6576e-05,1.6512e-05,1.536e-05
3,9.248e-06,8e-06,7.584e-06
4,1.2288e-05,1.2192e-05,9.952e-06
5,3.1072e-05,2.4224e-05,1.8912e-05
6,8.192e-06,8.096e-06,8.096e-06
7,1.9616e-05,1.9616e-05,1.6736e-05
8,3.312e-05,3.2352e-05,3.2352e-05
9,1.1712e-05,1.1232e-05,1.1072e-05
10,2.0064e-05,1.9712e-05,1.9712e-05
11,6.08e-05,4.4448e-05,4.2496e-05
12,1.6032e-05,1.5104e-05,1.5104e-05
