testcase,1,2,best
0,5.1328e-05,3.8368e-05,3.0272e-05
1,0.000142592,0.000142592,0.000111328
2,0.000147424,0.000147424,9.7856e-05
3,3.0976e-05,3.0976e-05,2.8288e-05
4,0.000184544,0.000183904,0.00010496
5,3.4336e-05,3.4336e-05,2.6656e-05
6,0.0005232,0.000278752,0.000204448
7,4.2368e-05,3.616e-05,3.0336e-05
8,0.000602784,0.000602784,0.000386048
9,0.000389088,0.000389088,0.000168448
10,8.2112e-05,6.8576e-05,5.4656e-05
