testcase,1,2,best
0,2.5824e-05,2.5824e-05,2.5824e-05
1,8.3712e-05,8.3712e-05,7.952e-05
2,0.00010224,0.000102144,8.2624e-05
3,2.1184e-05,1.9872e-05,1.888e-05
4,0.000146112,0.000143584,9.3184e-05
5,2.224e-05,2.16e-05,1.8656e-05
6,0.000131168,0.000121536,0.000121536
7,3.12e-05,2.7936e-05,2.4128e-05
8,0.000421056,0.000415808,0.000353824
9,0.000253216,0.000167424,0.000167424
10,5.248e-05,5.2e-05,5.2e-05
