testcase,1,2,best
0,5.0112e-05,5.0112e-05,3.7056e-05
1,0.000129056,0.000126048,9.9808e-05
2,0.000161312,0.000161184,8.96e-05
3,2.912e-05,2.7488e-05,2e-05
4,0.000168192,0.000167968,0.0001152
5,3.1648e-05,3.1648e-05,2.5056e-05
6,0.000293632,0.000238624,0.000141408
7,4.5376e-05,3.7696e-05,2.7968e-05
8,0.00059472,0.000462528,0.000400736
9,0.00027568,0.00027568,0.000193952
10,5.3952e-05,5.3728e-05,5.3504e-05
