testcase,top1,top10,top1 compile time,top10 end2end time,Run,Top,Gap,testcase,top1,top50,top1 compile time,top50 end2end time,Run,Top,Gap,testcase,top1,top10,top1 compile time,top10 end2end time,Run,Top,Gap,testcase,top1,top50,top1 compile time,top50 end2end time,Run,Top,Gap,testcase,top1,top10,top1 compile time,top10 end2end time,Run,Top,Gap,testcase,top1,top50,top1 compile time,top50 end2end time,Run,Top,Gap,Experiment
0,5.331e-05,2.106e-05,0.0012233257293701,14.613714694976808,0,top10,,0,5.373e-05,2.102e-05,0.0012233257293701,54.77161931991577,0,top50,,0,5.427000000000001e-05,2.118e-05,0.0012531280517578,11.723039865493774,1,top10,,0,5.245e-05,2.125e-05,0.0012171268463134,44.67212748527527,1,top50,,0,5.194e-05,2.0800000000000004e-05,0.0012531280517578,12.109855651855469,2,top10,,0,5.37e-05,2.093e-05,0.0012383460998535,36.81973934173584,2,top50,,mm
1,0.00019008,0.0001305,0.0012204647064208,11.263020277023315,0,top10,,1,0.00019078,0.0001304,0.0013258457183837,46.73185467720032,0,top50,,1,0.0001910099999999,0.00013069,0.0012376308441162,11.228649854660034,1,top10,,1,0.0001896,0.0001320999999999,0.0012235641479492,46.4282705783844,1,top50,,1,0.00019075,0.0001343,0.0012414455413818,11.19605016708374,2,top10,,1,0.00018938,0.00013056,0.0012240409851074,46.65268039703369,2,top50,,mm
2,4.125e-05,1.6219999999999997e-05,0.0012500286102294,17.488839149475098,0,top10,,2,3.962e-05,1.6289999999999998e-05,0.0012118816375732,51.58390140533447,0,top50,,2,3.974e-05,1.638e-05,0.0012476444244384,14.568588256835938,1,top10,,2,4.067e-05,1.6420000000000002e-05,0.0012733936309814,55.10264372825623,1,top50,,2,4e-05,1.648e-05,0.0012578964233398,11.544053316116331,2,top10,,2,3.997e-05,1.632e-05,0.0012609958648681,46.48321461677551,2,top50,,mm
3,0.00014458,0.00010685,0.0012478828430175,10.866722345352173,0,top10,,3,0.00014454,9.354000000000002e-05,0.0012862682342529,45.75567054748535,0,top50,,3,0.00014762,0.00010803,0.0012037754058837,10.936603307724,1,top10,,3,0.00014381,9.389e-05,0.0012929439544677,46.47903990745544,1,top50,,3,0.0001449,0.00010682,0.0012884140014648,10.808517217636108,2,top10,,3,0.00014547,9.354000000000002e-05,0.0011961460113525,49.70163631439209,2,top50,,mm
4,0.00038442,0.00022064,0.0012791156768798,10.85458517074585,0,top10,,4,0.00038538,0.00022077,0.0012266635894775,52.64631009101868,0,top50,,4,0.00038589,0.0002202599999999,0.0012562274932861,11.136128664016724,1,top10,,4,0.00038003,0.0002192,0.001237154006958,55.5808048248291,1,top50,,4,0.00038698,0.0002202599999999,0.0012352466583251,11.104504346847534,2,top10,,4,0.0003825299999999,0.00022125,0.0012259483337402,54.80912375450134,2,top50,,mm
5,0.00024752,0.0001604799999999,0.0012407302856445,11.23253297805786,0,top10,,5,0.00024563,0.00016067,0.0012824535369873,53.5229332447052,0,top50,,5,0.00024742,0.00016131,0.0012552738189697,10.61553430557251,1,top10,,5,0.0002452499999999,0.00016061,0.0012407302856445,53.54959678649902,1,top50,,5,0.0002457,0.00016125,0.0012452602386474,10.624273300170898,2,top10,,5,0.00025363,0.00016141,0.0011930465698242,52.889626264572144,2,top50,,mm
0,3.763e-05,3.763e-05,0.0017330646514892,10.950383186340332,0,top10,,0,3.744e-05,1.712e-05,0.001772403717041,62.64793968200684,0,top50,,0,3.718e-05,3.718e-05,0.0017521381378173,10.57644009590149,1,top10,,0,3.75e-05,1.734e-05,0.0017476081848144,59.6701967716217,1,top50,,0,3.747e-05,3.747e-05,0.0017392635345458,10.907338857650757,2,top10,,0,3.757e-05,1.712e-05,0.0017471313476562,52.19799017906189,2,top50,,resnet
1,6.72e-06,6.110000000000001e-06,0.0017344951629638,24.23531222343445,0,top10,,1,6.78e-06,6.08e-06,0.0017144680023193,108.07205843925476,0,top50,,1,6.72e-06,6.019999999999999e-06,0.0017342567443847,27.123048067092896,1,top10,,1,6.72e-06,6.24e-06,0.001737356185913,109.35683965682983,1,top50,,1,6.8500000000000005e-06,6.21e-06,0.0019054412841796,12.201247215270996,2,top10,,1,6.62e-06,6.14e-06,0.001763105392456,107.8586564064026,2,top50,,resnet
2,4.64e-05,3.13e-05,0.0017488002777099,11.302894830703735,0,top10,,2,4.656e-05,2.627e-05,0.0017180442810058,50.2285430431366,0,top50,,2,4.662e-05,3.136e-05,0.0017535686492919,11.298376083374023,1,top10,,2,4.678e-05,2.614e-05,0.0017919540405273,53.91641998291016,1,top50,,2,4.662e-05,3.13e-05,0.0017552375793457,11.512606859207152,2,top10,,2,4.653e-05,2.608e-05,0.0017375946044921,52.548770904541016,2,top50,,resnet
3,1.315e-05,1.315e-05,0.001774787902832,24.161552906036377,0,top10,,3,1.315e-05,7.9e-06,0.0017430782318115,72.64260292053223,0,top50,,3,1.331e-05,1.331e-05,0.0017380714416503,18.37079620361328,1,top10,,3,1.347e-05,7.9e-06,0.001727819442749,78.2969741821289,1,top50,,3,1.318e-05,1.318e-05,0.0017092227935791,18.148901224136356,2,top10,,3,1.322e-05,8.1e-06,0.0017719268798828,72.78495144844055,2,top50,,resnet
