testcase,top1,top10,top1 compile time,top10 end2end time,Run,Top,Gap,testcase,top1,top50,top1 compile time,top50 end2end time,Run,Top,Gap,testcase,top1,top10,top1 compile time,top10 end2end time,Run,Top,Gap,testcase,top1,top50,top1 compile time,top50 end2end time,Run,Top,Gap,testcase,top1,top10,top1 compile time,top10 end2end time,Run,Top,Gap,testcase,top1,top50,top1 compile time,top50 end2end time,Run,Top,Gap,Experiment
4,3.04e-05,1.562e-05,0.0017507076263427,10.418154001235962,0,top10,,4,3.062e-05,1.37e-05,0.00175142288208,56.75989389419556,0,top50,,4,3.088e-05,1.568e-05,0.0017769336700439,14.364194869995115,1,top10,,4,3.062e-05,1.3630000000000002e-05,0.0017480850219726,67.73221683502197,1,top50,,4,3.037e-05,1.5550000000000002e-05,0.0017876625061035,10.391196012496948,2,top10,,4,3.056e-05,1.3630000000000002e-05,0.0018203258514404,65.59865140914917,2,top50,,resnet
5,0.00015277,4.976e-05,0.0017497539520263,14.560278415679932,0,top10,,5,0.00015286,4.378e-05,0.0017406940460205,56.1253228187561,0,top50,,5,0.00015347,4.992e-05,0.0017406940460205,14.603544473648071,1,top10,,5,0.00015286,4.371e-05,0.001760721206665,57.55523347854614,1,top50,,5,0.00015267,4.998e-05,0.0017645359039306,15.222373485565186,2,top10,,5,0.00015258,4.381e-05,0.001744270324707,53.943073987960815,2,top50,,resnet
6,1.5300000000000003e-05,1.5300000000000003e-05,0.0017716884613037,37.36724543571472,0,top10,,6,1.51e-05,1.341e-05,0.0018219947814941,100.9011459350586,0,top50,,6,1.52e-05,1.52e-05,0.0017347335815429,40.11496138572693,1,top10,,6,1.517e-05,1.3090000000000002e-05,0.0017817020416259,89.39131736755371,1,top50,,6,1.514e-05,1.514e-05,0.0017626285552978,43.05679535865784,2,top10,,6,1.533e-05,1.29e-05,0.0017755031585693,99.59384608268738,2,top50,,resnet
7,3.152e-05,1.59e-05,0.0017447471618652,10.101856708526611,0,top10,,7,3.232e-05,1.584e-05,0.0023164749145507,58.0172975063324,0,top50,,7,3.2189999999999995e-05,1.606e-05,0.0017330646514892,10.402097225189207,1,top10,,7,3.2189999999999995e-05,1.587e-05,0.0017421245574951,55.25973057746887,1,top50,,7,3.229e-05,1.5810000000000003e-05,0.0017981529235839,10.35637593269348,2,top10,,7,3.222e-05,1.6e-05,0.0017554759979248,66.70321321487427,2,top50,,resnet
8,0.00012541,0.00011536,0.0017158985137939,12.19586181640625,0,top10,,8,0.00012586,4.720000000000001e-05,0.0017859935760498,48.090747594833374,0,top50,,8,0.00012618,0.00011526,0.0017597675323486,11.943993091583252,1,top10,,8,0.00012547,4.701e-05,0.0017743110656738,48.537126779556274,1,top50,,8,0.00012534,0.0001157099999999,0.0017681121826171,12.0277681350708,2,top10,,8,0.00012605,4.714e-05,0.0017852783203125,48.98681354522705,2,top50,,resnet
9,0.00017293,3.782e-05,0.0017817020416259,11.020427227020264,0,top10,,9,0.00017312,2.24e-05,0.0017430782318115,50.36638927459717,0,top50,,9,0.00017261,3.76e-05,0.0018322467803955,14.04865789413452,1,top10,,9,0.00017328,2.259e-05,0.0017385482788085,53.24940252304077,1,top50,,9,0.00017274,3.773e-05,0.0017721652984619,10.9248628616333,2,top10,,9,0.00017299,2.23e-05,0.0017495155334472,49.521071434021,2,top50,,resnet
10,5.296e-05,2.611e-05,0.0018048286437988,10.973377466201782,0,top10,,10,5.242e-05,2.608e-05,0.0018572807312011,49.263009548187256,0,top50,,10,5.293e-05,2.637e-05,0.0017406940460205,10.853953838348389,1,top10,,10,5.206e-05,2.608e-05,0.0018117427825927,50.12840390205383,1,top50,,10,5.325e-05,2.608e-05,0.0017883777618408,10.60538649559021,2,top10,,10,5.28e-05,2.608e-05,0.0018026828765869,48.39541411399841,2,top50,,resnet
11,0.00048723,0.0001928,0.0017542839050292,14.57103967666626,0,top10,,11,0.00048858,8.143999999999999e-05,0.0016884803771972,49.78698205947876,0,top50,,11,0.00048714,0.00019411,0.0017242431640625,14.577768087387083,1,top10,,11,0.00048995,8.154e-05,0.0017628669738769,47.9987428188324,1,top50,,11,0.00048918,0.00019286,0.0017590522766113,14.690043687820436,2,top10,,11,0.00048883,8.112000000000001e-05,0.0017733573913574,51.92443418502808,2,top50,,resnet
12,0.00020218,3.021e-05,0.001758337020874,11.25040578842163,0,top10,,12,0.00020262,2.371e-05,0.0024819374084472,51.26801586151123,0,top50,,12,0.00020202,3.04e-05,0.0017642974853515,10.800037145614624,1,top10,,12,0.00020224,2.365e-05,0.001741886138916,50.30808186531067,1,top50,,12,0.00020285,3.024e-05,0.0017552375793457,10.877009153366089,2,top10,,12,0.0002021399999999,2.355e-05,0.0017402172088623,50.23255634307861,2,top50,,resnet
0,9.555e-05,7.242e-05,0.0017595291137695,15.378501415252686,0,top10,,0,9.545999999999998e-05,3.146e-05,0.0017566680908203,52.40190505981445,0,top50,,0,9.59e-05,7.222000000000001e-05,0.0017626285552978,15.840131521224976,1,top10,,0,9.539e-05,3.117e-05,0.0017428398132324,55.9325168132782,1,top50,,0,9.523e-05,7.206e-05,0.0017356872558593,15.218225002288818,2,top10,,0,9.574e-05,3.037e-05,0.0017578601837158,53.01689767837525,2,top50,,yolo
1,0.00041693,0.00029286,0.0018143653869628,11.162547826766968,0,top10,,1,0.0004170599999999,0.00011293,0.0017464160919189,46.020713090896606,0,top50,,1,0.0004167699999999,0.00029264,0.0017428398132324,10.977591514587402,1,top10,,1,0.00041622,0.00011082,0.0017569065093994,47.006547927856445,1,top50,,1,0.00041683,0.00029472,0.001760721206665,11.118064403533936,2,top10,,1,0.00041773,0.00011053,0.0017807483673095,49.78011226654053,2,top50,,yolo
2,0.00018323,0.00014365,0.0017685890197753,12.61236572265625,0,top10,,2,0.00018224,0.00011885,0.0017404556274414,52.411123514175415,0,top50,,2,0.00018378,0.00014544,0.0017309188842773,12.565008878707886,1,top10,,2,0.00018461,0.00011939,0.0017266273498535,51.19009232521057,1,top50,,2,0.0001825,0.00014298,0.0018062591552734,12.560364484786987,2,top10,,2,0.00018451,0.0001208,0.0017492771148681,52.972867012023926,2,top50,,yolo
3,4.893e-05,4.815999999999999e-05,0.0017263889312744,13.31036639213562,0,top10,,3,4.915e-05,2.0960000000000003e-05,0.0017342567443847,49.7120668888092,0,top50,,3,4.8960000000000006e-05,4.8e-05,0.0017580986022949,12.808246374130247,1,top10,,3,5.0530000000000006e-05,2.102e-05,0.0016837120056152,53.34171581268311,1,top50,,3,5.056e-05,4.8e-05,0.0017764568328857,12.747653007507324,2,top10,,3,4.8700000000000005e-05,2.138e-05,0.0017650127410888,49.5033438205719,2,top50,,yolo
4,0.00052416,0.00046077,0.0017988681793212,11.224704265594482,0,top10,,4,0.0005257,0.00026896,0.0017595291137695,39.38900685310364,0,top50,,4,0.0005236799999999,0.0004601,0.0017023086547851,10.963707208633425,1,top10,,4,0.00052387,0.00026931,0.001767873764038,39.83262252807617,1,top50,,4,0.00052576,0.00046058,0.0018134117126464,11.484843969345093,2,top10,,4,0.00052387,0.00026909,0.0017149448394775,38.619542837142944,2,top50,,yolo
5,3.853e-05,3.853e-05,0.0018045902252197,13.41748595237732,0,top10,,5,3.846e-05,2.669e-05,0.0016961097717285,54.174180030822754,0,top50,,5,3.85e-05,3.85e-05,0.0017776489257812,13.291845560073853,1,top10,,5,3.834000000000001e-05,2.656e-05,0.0017280578613281,59.31322956085205,1,top50,,5,3.875e-05,3.875e-05,0.0017549991607666,13.456241369247437,2,top10,,5,3.846e-05,2.659e-05,0.0018188953399658,52.13184833526611,2,top50,,yolo
6,1e+97,0.00159,0.001753807067871,15.976265907287598,0,top10,,6,1e+97,0.00061146,0.0017662048339843,47.114765644073486,0,top50,,6,1e+97,0.00159,0.0017213821411132,15.96666145324707,1,top10,,6,1e+97,0.00061136,0.0018000602722167,46.58432364463806,1,top50,,6,1e+97,0.00159,0.0017423629760742,15.97139596939087,2,top10,,6,1e+97,0.00061168,0.0017421245574951,46.79314589500427,2,top50,,yolo
7,5.014e-05,3.539e-05,0.001755952835083,27.29015707969665,0,top10,,7,4.9890000000000005e-05,3.485e-05,0.0017361640930175,112.1535234451294,0,top50,,7,5.05e-05,3.482e-05,0.0017535686492919,23.800750017166138,1,top10,,7,5.034e-05,3.4590000000000006e-05,0.0017685890197753,115.18229365348816,1,top50,,7,5.018e-05,3.482e-05,0.0017199516296386,23.667776823043823,2,top10,,7,4.928e-05,3.4750000000000004e-05,0.0017585754394531,113.8466260433197,2,top50,,yolo
8,0.0019,0.00182,0.0017833709716796,12.620994567871094,0,top10,,8,0.0019,0.001,0.0017857551574707,42.141432762146,0,top50,,8,0.0019199999999999,0.00183,0.0017416477203369,12.249907493591309,1,top10,,8,0.0019,0.00105,0.001734972000122,41.78225350379944,1,top50,,8,0.0019,0.00182,0.0017437934875488,12.062938213348389,2,top10,,8,0.0019,0.00105,0.0017590522766113,41.54643368721008,2,top50,,yolo
9,1e+97,0.00411,0.0017557144165039,14.37668490409851,0,top10,,9,1e+97,0.00059904,0.0016844272613525,51.83372259140015,0,top50,,9,1e+97,0.0040999999999999,0.0017600059509277,14.234506130218506,1,top10,,9,1e+97,0.00059907,0.0017571449279785,50.77965760231018,1,top50,,9,1e+97,0.0040999999999999,0.0017080307006835,14.17302107810974,2,top10,,9,1e+97,0.00060035,0.0017993450164794,50.968509674072266,2,top50,,yolo
10,8.422e-05,6.192e-05,0.0017554759979248,12.446493148803713,0,top10,,10,8.314000000000001e-05,5.45e-05,0.0017561912536621,51.71593642234802,0,top50,,10,8.358e-05,6.246e-05,0.0017445087432861,11.929593324661257,1,top10,,10,8.259000000000001e-05,5.414e-05,0.0017013549804687,54.07867884635925,1,top50,,10,8.387e-05,6.253e-05,0.0017037391662597,12.337177038192747,2,top10,,10,8.374e-05,5.395e-05,0.0018355846405029,53.44654655456543,2,top50,,yolo
