testcase,1,2,best
0,7.6e-05,7.6352e-05,5.8368e-05
1,0.000321728,0.000260128,0.000198016
2,0.000301312,0.000302016,0.000197696
3,6.064e-05,5.5072e-05,3.7824e-05
4,0.000399424,0.000358272,0.00026
5,4.2624e-05,3.9808e-05,3.9072e-05
6,0.00065088,0.000364416,0.000295296
7,7.9136e-05,6.0512e-05,4.9088e-05
8,0.001155264,0.001154848,0.000837344
9,0.000492768,0.000485664,0.000279936
10,0.000142912,0.00012512,0.000115616
