testcase,1,2,best
0,2.2944e-05,2.1152e-05,2.1024e-05
1,0.000312,0.000313888,0.000297952
2,1.7344e-05,1.728e-05,1.6992e-05
3,0.000189088,0.000170752,0.000176096
4,0.000405824,0.00040496,0.000352032
5,0.000247424,0.000249312,0.000239168
