testcase,1,2,best
0,2.6592e-05,2.1344e-05,2.128e-05
1,0.00030656,0.000294848,0.000293696
2,1.8976e-05,1.8624e-05,1.6896e-05
3,0.000163616,0.00016368,0.000162272
4,0.000333408,0.000329536,0.000327872
5,0.000266624,0.000247968,0.000247232
