testcase,1,2,best
0,2.7072e-05,2.32e-05,2.2048e-05
1,0.00036608,0.000348864,0.000324416
2,2.9472e-05,2.5856e-05,1.8432e-05
3,0.000237376,0.000206304,0.000187232
4,0.000417408,0.00041632,0.000352608
5,0.000349184,0.000293408,0.000233088
