testcase,1,2,best
0,7.2448e-05,6.4448e-05,6.2464e-05
1,0.000183872,0.0001824,0.000184608
2,0.000191104,0.000191616,0.000193056
3,3.008e-05,3.0336e-05,3.0272e-05
4,0.00024912,0.000245664,0.000216192
5,4.1024e-05,3.9712e-05,4.064e-05
6,0.000296064,0.000291968,0.000242208
7,4.6176e-05,4.5792e-05,4.6528e-05
8,0.00073024,0.000726144,0.00068592
9,0.000452384,0.000453728,0.000453024
10,0.00010816,0.0001104,9.6672e-05
