testcase,1,2,best
0,3.4304e-05,2.6016e-05,2.4736e-05
1,8.128e-06,8.128e-06,7.648e-06
2,3.472e-05,3.3056e-05,3.0336e-05
3,1.6448e-05,1.5296e-05,1.5136e-05
4,2.4512e-05,2.4512e-05,1.9648e-05
5,4.3424e-05,4.336e-05,3.4656e-05
6,1.9616e-05,1.6288e-05,1.6256e-05
7,3.3472e-05,3.3472e-05,2.4288e-05
8,6.3168e-05,6.288e-05,5.2608e-05
9,2.3584e-05,2.3584e-05,2.1216e-05
10,4.2624e-05,3.8272e-05,3.8144e-05
11,0.000116448,0.00011616,0.00011616
12,3.3728e-05,3.2768e-05,3.1232e-05
