testcase,1,2,best
0,8.3072e-05,8.3072e-05,5.696e-05
1,0.0003032,0.0003032,0.000197024
2,0.000326592,0.000305824,0.000224832
3,4.9888e-05,4.4096e-05,2.7936e-05
4,0.000375104,0.000375104,0.000241856
5,6.176e-05,4.5792e-05,3.8912e-05
6,0.00026096,0.0002608,0.000221632
7,8.1952e-05,6.6432e-05,5.5072e-05
8,0.001321504,0.001240672,0.000845952
9,0.000792192,0.0006016,0.000423232
10,0.000110176,0.00010208,9.0752e-05
