testcase,1,2,best
0,5.2096e-05,3.8688e-05,2.5376e-05
1,8.896e-06,8.544e-06,8.544e-06
2,6.08e-05,6.08e-05,4.6208e-05
3,2.6784e-05,1.9872e-05,1.7664e-05
4,4.0352e-05,4.0352e-05,2e-05
5,9.8272e-05,8.4352e-05,5.4208e-05
6,2.496e-05,2.4864e-05,1.5872e-05
7,3.5264e-05,3.5072e-05,2.752e-05
8,0.000165248,0.000149216,5.4208e-05
9,3.184e-05,2.832e-05,2.1632e-05
10,4.8e-05,4.4032e-05,4.3936e-05
11,0.000135584,0.000134976,9.44e-05
12,4.2976e-05,4.0192e-05,3.1424e-05
