testcase,1,2,best
0,7.5328e-05,6.5504e-05,5.664e-05
1,0.000185856,0.0001816,0.000176096
2,0.0002496,0.000212992,0.000201216
3,3.2768e-05,3.2768e-05,3.2352e-05
4,0.000220352,0.00021872,0.000197664
5,4.9504e-05,4.3776e-05,3.9296e-05
6,0.00034656,0.000306912,0.000246592
7,5.7984e-05,5.7984e-05,4.7744e-05
8,0.000832736,0.000832032,0.000740512
9,0.000360512,0.000279712,0.0002792
10,9.8144e-05,9.8016e-05,7.7952e-05
