testcase,1,2,best
0,6.3136e-05,5.7184e-05,5.6992e-05
1,0.000190944,0.000190208,0.000168896
2,0.000188416,0.000174304,0.000174304
3,3.4976e-05,3.2672e-05,3.2672e-05
4,0.00023184,0.000218176,0.000218176
5,4.2368e-05,4.2336e-05,4.0832e-05
6,0.000323584,0.0003176,0.000273728
7,5.2704e-05,4.7616e-05,4.6688e-05
8,0.000754528,0.000750848,0.000727776
9,0.000464544,0.000433312,0.000305024
10,7.904e-05,7.8752e-05,7.8752e-05
