testcase,1,2,best
0,9.7376e-05,8.4224e-05,5.7568e-05
1,0.00025696,0.000256768,0.000184256
2,0.000278624,0.000278624,0.000182304
3,5.9552e-05,4.4e-05,3.5392e-05
4,0.000320032,0.000320032,0.000267968
5,5.1168e-05,5.1168e-05,3.7984e-05
6,0.000413056,0.000393568,0.000331008
7,8.528e-05,5.8528e-05,4.9792e-05
8,0.001294464,0.000913216,0.000757504
9,0.001145536,0.000654176,0.000431392
10,0.000128768,9.632e-05,9.0464e-05
