testcase,top1,top10,top1 compile time,top10 end2end time
0,0.0001951,0.00014218,0.0017681121826171875,14.991199016571045
1,0.00093674,0.00053149,0.0017561912536621094,11.572505712509155
2,0.00032301000000000004,0.0002879,0.0017981529235839844,13.159093379974365
3,0.00011622000000000001,0.00011146,0.0018012523651123047,13.204097986221313
4,0.00115,0.0011200000000000001,0.0017664432525634766,9.033865690231323
5,7.725e-05,7.699e-05,0.0017673969268798828,13.990734100341797
6,1e+97,0.00383,0.0017948150634765625,14.63647198677063
7,0.00011075,7.539e-05,0.001764535903930664,23.609551429748535
8,0.0044800000000000005,0.00409,0.001789093017578125,11.064474821090698
9,1e+97,0.01002,0.0017673969268798828,12.233715772628784
10,0.00015187,0.00012570000000000002,0.0017597675323486328,12.770398616790771
