testcase,top1,top10,top1 compile time,top10 end2end time
0,8.544000000000001e-05,8.544000000000001e-05,0.0017898082733154297,10.937281608581543
1,1.728e-05,9.41e-06,0.0017888545989990234,28.395777463912964
2,0.00012141,9.002000000000001e-05,0.001773834228515625,11.3778555393219
3,2.496e-05,2.496e-05,0.0017757415771484375,11.017553567886353
4,6.63e-05,3.365999999999999e-05,0.001789093017578125,10.64287519454956
5,0.00034454,0.00011821,0.0017857551574707031,13.011751651763916
6,4.448e-05,2.6530000000000002e-05,0.0017764568328857422,30.987691640853882
7,6.787e-05,3.578e-05,0.0017900466918945312,10.404653072357178
8,0.00027914,0.00027914,0.0017507076263427734,11.519665956497192
9,0.00040563,8.309999999999999e-05,0.0017426013946533203,11.107992887496948
10,0.00013034,4.6620000000000004e-05,0.0017886161804199219,11.313584804534912
11,0.00126,0.00032435000000000005,0.0017743110656738281,12.16833758354187
12,0.00047861999999999997,8.23e-05,0.001787424087524414,11.136553287506104
