testcase,top1,top10,top1 compile time,top10 end2end time
0,0.00019299000000000003,0.00014304,0.001781463623046875,14.761188507080078
1,0.0009370900000000001,0.00053203,0.0017871856689453125,11.94404149055481
2,0.00032058,0.00028982000000000004,0.0017664432525634766,12.950722932815552
3,0.00011642000000000001,0.00011126000000000002,0.0017681121826171875,13.175465822219849
4,0.00115,0.0011200000000000001,0.001775979995727539,9.052003383636475
5,7.798000000000001e-05,7.77e-05,0.001779317855834961,14.153369903564453
6,1e+97,0.00383,0.0017540454864501953,14.604222536087036
7,0.00011023999999999999,7.539e-05,0.0017549991607666016,23.29542374610901
8,0.0044800000000000005,0.0040999999999999995,0.001809835433959961,11.150188207626343
9,1e+97,0.01001,0.0017852783203125,12.258876085281372
10,0.000152,0.00012614,0.001766204833984375,12.674880027770996
