testcase,top1,top10,top1 compile time,top10 end2end time
0,8.533999999999999e-05,8.533999999999999e-05,0.0017864704132080078,11.056145191192627
1,1.677e-05,9.41e-06,0.0017943382263183594,28.174088954925537
2,0.00012085999999999999,9.007999999999999e-05,0.0017707347869873047,11.545287370681763
3,2.496e-05,2.496e-05,0.0018181800842285156,11.282856702804565
4,6.63e-05,3.334e-05,0.0017969608306884766,10.292269468307495
5,0.00034358,0.00011795,0.0017788410186767578,12.986729860305786
6,4.374e-05,2.624e-05,0.0018799304962158203,31.938165187835693
7,6.787e-05,3.558e-05,0.0017914772033691406,10.487329959869385
8,0.00027904,0.00027904,0.0017597675323486328,11.398097038269043
9,0.00040602,8.259000000000001e-05,0.0017802715301513672,11.161870956420898
10,0.00013075,4.646e-05,0.0018205642700195312,11.27949595451355
11,0.00126,0.00032403,0.0017752647399902344,12.159419298171997
12,0.0004777,8.192e-05,0.0017783641815185547,11.159299373626709
