testcase,mean,min,max
0,2.106666666666667e-05,2.093e-05,2.125e-05
1,0.00013101999999996666,0.0001304,0.0001320999999999
2,1.6343333333333333e-05,1.6289999999999998e-05,1.6420000000000002e-05
3,9.365666666666667e-05,9.354000000000002e-05,9.389e-05
4,0.00022040666666666667,0.0002192,0.00022125
5,0.00016089666666666667,0.00016061,0.00016141
